pos,interpolated ranks,Interpolated Average
RB,72.6,5.98
RB,72.7,5.97
RB,72.8,5.97
RB,72.9,5.96
RB,73,5.96
RB,73.1,5.95
RB,73.2,5.94
RB,73.3,5.94
RB,73.4,5.93
RB,73.5,5.92
RB,73.6,5.91
RB,73.7,5.9
RB,73.8,5.9
RB,73.9,5.89
RB,74,5.88
RB,74.1,5.88
RB,74.2,5.87
RB,74.3,5.87
RB,74.4,5.86
RB,74.5,5.86
RB,74.6,5.86
RB,74.7,5.85
RB,74.8,5.85
RB,74.9,5.84
RB,75,5.84
RB,75.1,5.83
RB,75.2,5.82
RB,75.3,5.81
RB,75.4,5.8
RB,75.5,5.79
RB,75.6,5.78
RB,75.7,5.77
RB,75.8,5.76
RB,75.9,5.75
RB,76,5.74
RB,76.1,5.73
RB,76.2,5.73
RB,76.3,5.72
RB,76.4,5.72
RB,76.5,5.71
RB,76.6,5.7
RB,76.7,5.7
RB,76.8,5.69
RB,76.9,5.69
RB,77,5.68
RB,77.1,5.67
RB,77.2,5.66
RB,77.3,5.66
RB,77.4,5.65
RB,77.5,5.64
RB,77.6,5.63
RB,77.7,5.62
RB,77.8,5.62
RB,77.9,5.61
RB,78,5.6
RB,78.1,5.59
RB,78.2,5.58
RB,78.3,5.57
RB,78.4,5.56
RB,78.5,5.55
RB,78.6,5.54
RB,78.7,5.53
RB,78.8,5.52
RB,78.9,5.51
RB,79,5.5
RB,79.1,5.48
RB,79.2,5.46
RB,79.3,5.43
RB,79.4,5.41
RB,79.5,5.39
RB,79.6,5.37
RB,79.7,5.35
RB,79.8,5.32
RB,79.9,5.3
RB,80,5.28
RB,80.1,5.27
RB,80.2,5.26
RB,80.3,5.24
RB,80.4,5.23
RB,80.5,5.22
RB,80.6,5.21
RB,80.7,5.2
RB,80.8,5.18
RB,80.9,5.17
RB,81,5.16
RB,81.1,5.15
RB,81.2,5.14
RB,81.3,5.14
RB,81.4,5.13
RB,81.5,5.12
RB,81.6,5.11
RB,81.7,5.1
RB,81.8,5.1
RB,81.9,5.09
RB,82,5.08
RB,82.1,5.07
RB,82.2,5.06
RB,82.3,5.06
RB,82.4,5.05
RB,82.5,5.04
RB,82.6,5.03
RB,82.7,5.02
RB,82.8,5.02
RB,82.9,5.01
RB,83,5
RB,83.1,4.99
RB,83.2,4.98
RB,83.3,4.98
RB,83.4,4.97
RB,83.5,4.96
RB,83.6,4.95
RB,83.7,4.94
RB,83.8,4.94
RB,83.9,4.93
RB,84,4.92
RB,84.1,4.91
RB,84.2,4.91
RB,84.3,4.9
RB,84.4,4.9
RB,84.5,4.89
RB,84.6,4.88
RB,84.7,4.88
RB,84.8,4.87
RB,84.9,4.87
RB,85,4.86
RB,85.1,4.85
RB,85.2,4.84
RB,85.3,4.82
RB,85.4,4.81
RB,85.5,4.8
RB,85.6,4.79
RB,85.7,4.78
RB,85.8,4.76
RB,85.9,4.75
RB,86,4.74
RB,86.1,4.74
RB,86.2,4.73
RB,86.3,4.73
RB,86.4,4.72
RB,86.5,4.72
RB,86.6,4.72
RB,86.7,4.71
RB,86.8,4.71
RB,86.9,4.7
RB,87,4.7
RB,87.1,4.69
RB,87.2,4.69
RB,87.3,4.68
RB,87.4,4.68
RB,87.5,4.67
RB,87.6,4.66
RB,87.7,4.66
RB,87.8,4.65
RB,87.9,4.65
RB,88,4.64
RB,88.1,4.63
RB,88.2,4.63
RB,88.3,4.62
RB,88.4,4.62
RB,88.5,4.61
RB,88.6,4.6
RB,88.7,4.6
RB,88.8,4.59
RB,88.9,4.59
RB,89,4.58
RB,89.1,4.58
RB,89.2,4.58
RB,89.3,4.58
RB,89.4,4.58
RB,89.5,4.58
RB,89.6,4.58
RB,89.7,4.58
RB,89.8,4.58
RB,89.9,4.58
RB,90,4.58
RB,90.1,4.57
RB,90.2,4.56
RB,90.3,4.54
RB,90.4,4.53
RB,90.5,4.52
RB,90.6,4.51
RB,90.7,4.5
RB,90.8,4.48
RB,90.9,4.47
RB,91,4.46
RB,91.1,4.46
RB,91.2,4.45
RB,91.3,4.45
RB,91.4,4.44
RB,91.5,4.44
RB,91.6,4.44
RB,91.7,4.43
RB,91.8,4.43
RB,91.9,4.42
RB,92,4.42
RB,92.1,4.41
RB,92.2,4.4
RB,92.3,4.39
RB,92.4,4.38
RB,92.5,4.37
RB,92.6,4.36
RB,92.7,4.35
RB,92.8,4.34
RB,92.9,4.33
RB,93,4.32
RB,93.1,4.31
RB,93.2,4.3
RB,93.3,4.28
RB,93.4,4.27
RB,93.5,4.26
RB,93.6,4.25
RB,93.7,4.24
RB,93.8,4.22
RB,93.9,4.21
RB,94,4.2
RB,94.1,4.19
RB,94.2,4.18
RB,94.3,4.18
RB,94.4,4.17
RB,94.5,4.16
RB,94.6,4.15
RB,94.7,4.14
RB,94.8,4.14
RB,94.9,4.13
RB,95,4.12
RB,95.1,4.11
RB,95.2,4.1
RB,95.3,4.1
RB,95.4,4.09
RB,95.5,4.08
RB,95.6,4.07
RB,95.7,4.06
RB,95.8,4.06
RB,95.9,4.05
RB,96,4.04
RB,96.1,4.03
RB,96.2,4.01
RB,96.3,4
RB,96.4,3.98
RB,96.5,3.97
RB,96.6,3.96
RB,96.7,3.94
RB,96.8,3.93
RB,96.9,3.91
RB,97,3.9
RB,97.1,3.9
RB,97.2,3.89
RB,97.3,3.89
RB,97.4,3.88
RB,97.5,3.88
RB,97.6,3.88
RB,97.7,3.87
RB,97.8,3.87
RB,97.9,3.86
RB,98,3.86
RB,98.1,3.86
RB,98.2,3.85
RB,98.3,3.85
RB,98.4,3.84
RB,98.5,3.84
RB,98.6,3.84
RB,98.7,3.83
RB,98.8,3.83
RB,98.9,3.82
RB,99,3.82
RB,99.1,3.81
RB,99.2,3.8
RB,99.3,3.79
RB,99.4,3.78
RB,99.5,3.77
RB,99.6,3.76
RB,99.7,3.75
RB,99.8,3.74
RB,99.9,3.73
RB,100,3.72
RB,100.1,3.72
RB,100.2,3.72
RB,100.3,3.71
RB,100.4,3.71
RB,100.5,3.71
RB,100.6,3.71
RB,100.7,3.71
RB,100.8,3.7
RB,100.9,3.7
RB,101,3.7
RB,101.1,3.69
RB,101.2,3.69
RB,101.3,3.68
RB,101.4,3.68
RB,101.5,3.67
RB,101.6,3.66
RB,101.7,3.66
RB,101.8,3.65
RB,101.9,3.65
RB,102,3.64
RB,102.1,3.63
RB,102.2,3.62
RB,102.3,3.62
RB,102.4,3.61
RB,102.5,3.6
RB,102.6,3.59
RB,102.7,3.58
RB,102.8,3.58
RB,102.9,3.57
RB,103,3.56
RB,103.1,3.56
RB,103.2,3.55
RB,103.3,3.55
RB,103.4,3.54
RB,103.5,3.54
RB,103.6,3.54
RB,103.7,3.53
RB,103.8,3.53
RB,103.9,3.52
RB,104,3.52
RB,104.1,3.51
RB,104.2,3.5
RB,104.3,3.48
RB,104.4,3.47
RB,104.5,3.46
RB,104.6,3.45
RB,104.7,3.44
RB,104.8,3.42
RB,104.9,3.41
RB,105,3.4
RB,105.1,3.39
RB,105.2,3.38
RB,105.3,3.38
RB,105.4,3.37
RB,105.5,3.36
RB,105.6,3.35
RB,105.7,3.34
RB,105.8,3.34
RB,105.9,3.33
RB,106,3.32
RB,106.1,3.32
RB,106.2,3.31
RB,106.3,3.31
RB,106.4,3.3
RB,106.5,3.3
RB,106.6,3.3
RB,106.7,3.29
RB,106.8,3.29
RB,106.9,3.28
RB,107,3.28
RB,107.1,3.27
RB,107.2,3.26
RB,107.3,3.24
RB,107.4,3.23
RB,107.5,3.22
RB,107.6,3.21
RB,107.7,3.2
RB,107.8,3.18
RB,107.9,3.17
RB,108,3.16
RB,108.1,3.16
RB,108.2,3.15
RB,108.3,3.15
RB,108.4,3.14
RB,108.5,3.14
RB,108.6,3.14
RB,108.7,3.13
RB,108.8,3.13
RB,108.9,3.12
RB,109,3.12
RB,109.1,3.12
RB,109.2,3.11
RB,109.3,3.11
RB,109.4,3.1
RB,109.5,3.1
RB,109.6,3.1
RB,109.7,3.09
RB,109.8,3.09
RB,109.9,3.08
RB,110,3.08
RB,110.1,3.07
RB,110.2,3.07
RB,110.3,3.06
RB,110.4,3.06
RB,110.5,3.05
RB,110.6,3.04
RB,110.7,3.04
RB,110.8,3.03
RB,110.9,3.03
RB,111,3.02
RB,111.1,3.02
RB,111.2,3.02
RB,111.3,3.01
RB,111.4,3.01
RB,111.5,3.01
RB,111.6,3.01
RB,111.7,3.01
RB,111.8,3
RB,111.9,3
RB,112,3
RB,112.1,2.99
RB,112.2,2.99
RB,112.3,2.98
RB,112.4,2.98
RB,112.5,2.97
RB,112.6,2.96
RB,112.7,2.96
RB,112.8,2.95
RB,112.9,2.95
RB,113,2.94
RB,113.1,2.93
RB,113.2,2.93
RB,113.3,2.92
RB,113.4,2.92
RB,113.5,2.91
RB,113.6,2.9
RB,113.7,2.9
RB,113.8,2.89
RB,113.9,2.89
RB,114,2.88
RB,114.1,2.87
RB,114.2,2.86
RB,114.3,2.85
RB,114.4,2.84
RB,114.5,2.83
RB,114.6,2.82
RB,114.7,2.81
RB,114.8,2.8
RB,114.9,2.79
RB,115,2.78
RB,115.1,2.78
RB,115.2,2.77
RB,115.3,2.77
RB,115.4,2.76
RB,115.5,2.76
RB,115.6,2.76
RB,115.7,2.75
RB,115.8,2.75
RB,115.9,2.74
RB,116,2.74
RB,116.1,2.73
RB,116.2,2.72
RB,116.3,2.72
RB,116.4,2.71
RB,116.5,2.7
RB,116.6,2.69
RB,116.7,2.68
RB,116.8,2.68
RB,116.9,2.67
RB,117,2.66
RB,117.1,2.65
RB,117.2,2.64
RB,117.3,2.63
RB,117.4,2.62
RB,117.5,2.61
RB,117.6,2.6
RB,117.7,2.59
RB,117.8,2.58
RB,117.9,2.57
RB,118,2.56
RB,118.1,2.56
RB,118.2,2.55
RB,118.3,2.55
RB,118.4,2.54
RB,118.5,2.54
RB,118.6,2.54
RB,118.7,2.53
RB,118.8,2.53
RB,118.9,2.52
RB,119,2.52
RB,119.1,2.51
RB,119.2,2.5
RB,119.3,2.49
RB,119.4,2.48
RB,119.5,2.47
RB,119.6,2.46
RB,119.7,2.45
RB,119.8,2.44
RB,119.9,2.43
RB,120,2.42
RB,120.1,2.42
RB,120.2,2.42
RB,120.3,2.41
RB,120.4,2.41
RB,120.5,2.41
RB,120.6,2.41
RB,120.7,2.41
RB,120.8,2.4
RB,120.9,2.4
RB,121,2.4
RB,121.1,2.39
RB,121.2,2.38
RB,121.3,2.38
RB,121.4,2.37
RB,121.5,2.36
RB,121.6,2.35
RB,121.7,2.34
RB,121.8,2.34
RB,121.9,2.33
RB,122,2.32
RB,122.1,2.32
RB,122.2,2.31
RB,122.3,2.31
RB,122.4,2.3
RB,122.5,2.3
RB,122.6,2.3
RB,122.7,2.29
RB,122.8,2.29
RB,122.9,2.28
RB,123,2.28
RB,123.1,2.27
RB,123.2,2.27
RB,123.3,2.26
RB,123.4,2.26
RB,123.5,2.25
RB,123.6,2.24
RB,123.7,2.24
RB,123.8,2.23
RB,123.9,2.23
RB,124,2.22
RB,124.1,2.22
RB,124.2,2.22
RB,124.3,2.21
RB,124.4,2.21
RB,124.5,2.21
RB,124.6,2.21
RB,124.7,2.21
RB,124.8,2.2
RB,124.9,2.2
RB,125,2.2
RB,125.1,2.19
RB,125.2,2.19
RB,125.3,2.18
RB,125.4,2.18
RB,125.5,2.17
RB,125.6,2.16
RB,125.7,2.16
RB,125.8,2.15
RB,125.9,2.15
RB,126,2.14
RB,126.1,2.13
RB,126.2,2.12
RB,126.3,2.11
RB,126.4,2.1
RB,126.5,2.09
RB,126.6,2.08
RB,126.7,2.07
RB,126.8,2.06
RB,126.9,2.05
RB,127,2.04
RB,127.1,2.03
RB,127.2,2.03
RB,127.3,2.02
RB,127.4,2.02
RB,127.5,2.01
RB,127.6,2
RB,127.7,2
RB,127.8,1.99
RB,127.9,1.99
RB,128,1.98
RB,128.1,1.98
RB,128.2,1.97
RB,128.3,1.97
RB,128.4,1.96
RB,128.5,1.96
RB,128.6,1.96
RB,128.7,1.95
RB,128.8,1.95
RB,128.9,1.94
RB,129,1.94
RB,129.1,1.93
RB,129.2,1.92
RB,129.3,1.91
RB,129.4,1.9
RB,129.5,1.89
RB,129.6,1.88
RB,129.7,1.87
RB,129.8,1.86
RB,129.9,1.85
RB,130,1.84
RB,130.1,1.84
RB,130.2,1.84
RB,130.3,1.84
RB,130.4,1.84
RB,130.5,1.84
RB,130.6,1.84
RB,130.7,1.84
RB,130.8,1.84
RB,130.9,1.84
RB,131,1.84
RB,131.1,1.83
RB,131.2,1.82
RB,131.3,1.82
RB,131.4,1.81
RB,131.5,1.8
RB,131.6,1.79
RB,131.7,1.78
RB,131.8,1.78
RB,131.9,1.77
RB,132,1.76
RB,132.1,1.75
RB,132.2,1.74
RB,132.3,1.73
RB,132.4,1.72
RB,132.5,1.71
RB,132.6,1.7
RB,132.7,1.69
RB,132.8,1.68
RB,132.9,1.67
RB,133,1.66
RB,133.1,1.66
RB,133.2,1.65
RB,133.3,1.65
RB,133.4,1.64
RB,133.5,1.64
RB,133.6,1.64
RB,133.7,1.63
RB,133.8,1.63
RB,133.9,1.62
RB,134,1.62
RB,134.1,1.61
RB,134.2,1.61
RB,134.3,1.6
RB,134.4,1.6
RB,134.5,1.59
RB,134.6,1.58
RB,134.7,1.58
RB,134.8,1.57
RB,134.9,1.57
RB,135,1.56
RB,135.1,1.55
RB,135.2,1.55
RB,135.3,1.54
RB,135.4,1.54
RB,135.5,1.53
RB,135.6,1.52
RB,135.7,1.52
RB,135.8,1.51
RB,135.9,1.51
RB,136,1.5
RB,136.1,1.5
RB,136.2,1.49
RB,136.3,1.49
RB,136.4,1.48
RB,136.5,1.48
RB,136.6,1.48
RB,136.7,1.47
RB,136.8,1.47
RB,136.9,1.46
RB,137,1.46
RB,137.1,1.45
RB,137.2,1.45
RB,137.3,1.44
RB,137.4,1.44
RB,137.5,1.43
RB,137.6,1.42
RB,137.7,1.42
RB,137.8,1.41
RB,137.9,1.41
RB,138,1.4
RB,138.1,1.4
RB,138.2,1.39
RB,138.3,1.39
RB,138.4,1.38
RB,138.5,1.38
RB,138.6,1.38
RB,138.7,1.37
RB,138.8,1.37
RB,138.9,1.36
RB,139,1.36
RB,139.1,1.35
RB,139.2,1.35
RB,139.3,1.34
RB,139.4,1.34
RB,139.5,1.33
RB,139.6,1.32
RB,139.7,1.32
RB,139.8,1.31
RB,139.9,1.31
RB,140,1.3
RB,140.1,1.29
RB,140.2,1.28
RB,140.3,1.26
RB,140.4,1.25
RB,140.5,1.24
RB,140.6,1.23
RB,140.7,1.22
RB,140.8,1.2
RB,140.9,1.19
RB,141,1.18
RB,141.1,1.17
RB,141.2,1.16
RB,141.3,1.14
RB,141.4,1.13
RB,141.5,1.12
RB,141.6,1.11
RB,141.7,1.1
RB,141.8,1.08
RB,141.9,1.07
RB,142,1.06
RB,142.1,2.67
RB,142.2,4.27
RB,142.3,5.88
RB,142.4,7.48
RB,142.5,9.09
RB,142.6,10.7
RB,142.7,12.3
RB,142.8,13.91
RB,142.9,15.51
RB,143,17.12
TE,1,17.12
TE,1.1,16.99
TE,1.2,16.87
TE,1.3,16.74
TE,1.4,16.62
TE,1.5,16.49
TE,1.6,16.36
TE,1.7,16.24
TE,1.8,16.11
TE,1.9,15.99
TE,2,15.86
TE,2.1,15.74
TE,2.2,15.61
TE,2.3,15.49
TE,2.4,15.36
TE,2.5,15.24
TE,2.6,15.12
TE,2.7,14.99
TE,2.8,14.87
TE,2.9,14.74
TE,3,14.62
TE,3.1,14.51
TE,3.2,14.4
TE,3.3,14.28
TE,3.4,14.17
TE,3.5,14.06
TE,3.6,13.95
TE,3.7,13.84
TE,3.8,13.72
TE,3.9,13.61
TE,4,13.5
TE,4.1,13.48
TE,4.2,13.47
TE,4.3,13.45
TE,4.4,13.44
TE,4.5,13.42
TE,4.6,13.4
TE,4.7,13.39
TE,4.8,13.37
TE,4.9,13.36
TE,5,13.34
TE,5.1,13.3
TE,5.2,13.26
TE,5.3,13.21
TE,5.4,13.17
TE,5.5,13.13
TE,5.6,13.09
TE,5.7,13.05
TE,5.8,13
TE,5.9,12.96
TE,6,12.92
TE,6.1,12.86
TE,6.2,12.8
TE,6.3,12.73
TE,6.4,12.67
TE,6.5,12.61
TE,6.6,12.55
TE,6.7,12.49
TE,6.8,12.42
TE,6.9,12.36
TE,7,12.3
TE,7.1,12.24
TE,7.2,12.18
TE,7.3,12.13
TE,7.4,12.07
TE,7.5,12.01
TE,7.6,11.95
TE,7.7,11.89
TE,7.8,11.84
TE,7.9,11.78
TE,8,11.72
TE,8.1,11.69
TE,8.2,11.67
TE,8.3,11.64
TE,8.4,11.62
TE,8.5,11.59
TE,8.6,11.56
TE,8.7,11.54
TE,8.8,11.51
TE,8.9,11.49
TE,9,11.46
TE,9.1,11.43
TE,9.2,11.39
TE,9.3,11.36
TE,9.4,11.32
TE,9.5,11.29
TE,9.6,11.26
TE,9.7,11.22
TE,9.8,11.19
TE,9.9,11.15
TE,10,11.12
TE,10.1,11.08
TE,10.2,11.04
TE,10.3,11.01
TE,10.4,10.97
TE,10.5,10.93
TE,10.6,10.89
TE,10.7,10.85
TE,10.8,10.82
TE,10.9,10.78
TE,11,10.74
TE,11.1,10.72
TE,11.2,10.7
TE,11.3,10.68
TE,11.4,10.66
TE,11.5,10.64
TE,11.6,10.62
TE,11.7,10.6
TE,11.8,10.58
TE,11.9,10.56
TE,12,10.54
TE,12.1,10.51
TE,12.2,10.48
TE,12.3,10.46
TE,12.4,10.43
TE,12.5,10.4
TE,12.6,10.37
TE,12.7,10.34
TE,12.8,10.32
TE,12.9,10.29
TE,13,10.26
TE,13.1,10.24
TE,13.2,10.22
TE,13.3,10.19
TE,13.4,10.17
TE,13.5,10.15
TE,13.6,10.13
TE,13.7,10.11
TE,13.8,10.08
TE,13.9,10.06
TE,14,10.04
TE,14.1,10.02
TE,14.2,10
TE,14.3,9.99
TE,14.4,9.97
TE,14.5,9.95
TE,14.6,9.93
TE,14.7,9.91
TE,14.8,9.9
TE,14.9,9.88
TE,15,9.86
TE,15.1,9.84
TE,15.2,9.82
TE,15.3,9.79
TE,15.4,9.77
TE,15.5,9.75
TE,15.6,9.73
TE,15.7,9.71
TE,15.8,9.68
TE,15.9,9.66
TE,16,9.64
TE,16.1,9.61
TE,16.2,9.59
TE,16.3,9.56
TE,16.4,9.54
TE,16.5,9.51
TE,16.6,9.48
TE,16.7,9.46
TE,16.8,9.43
TE,16.9,9.41
TE,17,9.38
TE,17.1,9.35
TE,17.2,9.32
TE,17.3,9.29
TE,17.4,9.26
TE,17.5,9.23
TE,17.6,9.2
TE,17.7,9.17
TE,17.8,9.14
TE,17.9,9.11
TE,18,9.08
TE,18.1,9.07
TE,18.2,9.06
TE,18.3,9.06
TE,18.4,9.05
TE,18.5,9.04
TE,18.6,9.03
TE,18.7,9.02
TE,18.8,9.02
TE,18.9,9.01
TE,19,9
TE,19.1,8.97
TE,19.2,8.94
TE,19.3,8.91
TE,19.4,8.88
TE,19.5,8.85
TE,19.6,8.82
TE,19.7,8.79
TE,19.8,8.76
TE,19.9,8.73
TE,20,8.7
TE,20.1,8.69
TE,20.2,8.69
TE,20.3,8.68
TE,20.4,8.68
TE,20.5,8.67
TE,20.6,8.66
TE,20.7,8.66
TE,20.8,8.65
TE,20.9,8.65
TE,21,8.64
TE,21.1,8.61
TE,21.2,8.58
TE,21.3,8.55
TE,21.4,8.52
TE,21.5,8.49
TE,21.6,8.46
TE,21.7,8.43
TE,21.8,8.4
TE,21.9,8.37
TE,22,8.34
TE,22.1,8.32
TE,22.2,8.3
TE,22.3,8.29
TE,22.4,8.27
TE,22.5,8.25
TE,22.6,8.23
TE,22.7,8.21
TE,22.8,8.2
TE,22.9,8.18
TE,23,8.16
TE,23.1,8.13
TE,23.2,8.1
TE,23.3,8.08
TE,23.4,8.05
TE,23.5,8.02
TE,23.6,7.99
TE,23.7,7.96
TE,23.8,7.94
TE,23.9,7.91
TE,24,7.88
TE,24.1,7.87
TE,24.2,7.87
TE,24.3,7.86
TE,24.4,7.86
TE,24.5,7.85
TE,24.6,7.84
TE,24.7,7.84
TE,24.8,7.83
TE,24.9,7.83
TE,25,7.82
TE,25.1,7.82
TE,25.2,7.81
TE,25.3,7.81
TE,25.4,7.8
TE,25.5,7.8
TE,25.6,7.8
TE,25.7,7.79
TE,25.8,7.79
TE,25.9,7.78
TE,26,7.78
TE,26.1,7.76
TE,26.2,7.74
TE,26.3,7.72
TE,26.4,7.7
TE,26.5,7.68
TE,26.6,7.66
TE,26.7,7.64
TE,26.8,7.62
TE,26.9,7.6
TE,27,7.58
TE,27.1,7.56
TE,27.2,7.54
TE,27.3,7.51
TE,27.4,7.49
TE,27.5,7.47
TE,27.6,7.45
TE,27.7,7.43
TE,27.8,7.4
TE,27.9,7.38
TE,28,7.36
TE,28.1,7.34
TE,28.2,7.31
TE,28.3,7.29
TE,28.4,7.26
TE,28.5,7.24
TE,28.6,7.22
TE,28.7,7.19
TE,28.8,7.17
TE,28.9,7.14
TE,29,7.12
TE,29.1,7.11
TE,29.2,7.09
TE,29.3,7.08
TE,29.4,7.06
TE,29.5,7.05
TE,29.6,7.04
TE,29.7,7.02
TE,29.8,7.01
TE,29.9,6.99
TE,30,6.98
TE,30.1,6.97
TE,30.2,6.96
TE,30.3,6.94
TE,30.4,6.93
TE,30.5,6.92
TE,30.6,6.91
TE,30.7,6.9
TE,30.8,6.88
TE,30.9,6.87
TE,31,6.86
TE,31.1,6.84
TE,31.2,6.82
TE,31.3,6.8
TE,31.4,6.78
TE,31.5,6.76
TE,31.6,6.74
TE,31.7,6.72
TE,31.8,6.7
TE,31.9,6.68
TE,32,6.66
TE,32.1,6.65
TE,32.2,6.64
TE,32.3,6.62
TE,32.4,6.61
TE,32.5,6.6
TE,32.6,6.59
TE,32.7,6.58
TE,32.8,6.56
TE,32.9,6.55
TE,33,6.54
TE,33.1,6.53
TE,33.2,6.52
TE,33.3,6.51
TE,33.4,6.5
TE,33.5,6.49
TE,33.6,6.48
TE,33.7,6.47
TE,33.8,6.46
